,company,description,est_salary,exp_lvl,link,location,post_time,real_salary_lower,real_salary_upper,title
1794,Quora,"Because Quora is such a data-driven company, our data scientists play a central role in the product development process by uncovering key insights from our data...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=0552c7f67a4c75c6&fccid=14573f60c2094076,"Mountain View, CA",30+ days ago,,,Data Scientist
1795,Enlitic,"Help design and implement internal web applications and clinical integrations for our data scientists, radiologists, and partners....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=629d03e3d342cfb4&fccid=4195f1de5282d9c4,"San Francisco, CA",30+ days ago,,,Data Infrastructure Engineer
1796,Raytheon,The Modeling Simulation and Analysis Center within Raytheon Missile Systems (RMS) consists of a highly skilled group of scientists and engineers developing the...,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=d9ae58badb645c1b&fccid=aa53b551f9df0210,"Tucson, AZ",30+ days ago,,,"Modeling, Simulation & Analysis - Systems Engineer I"
1797,Stride Search,"Our teams of data scientists work on treasure grove of fascinating financial data that is unique to our organization , to potentially solve some of the most...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=6a6218826e35eff5&fccid=8cb287d0f4046b2f,"Palo Alto, CA",30+ days ago,,,Big Data Performance Architect
1798,Proofpoint,"This includes Software Engineers, QA Engineers, Data Scientists and Security Experts. Knowledge / experience with data center operation best practices....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=b87e4772c3554525&fccid=69c7d55b78dc7424,"Draper, UT",30+ days ago,,,DevOps Engineer
1799,Pager,"Participate as a member of an interdisciplinary team that includes engineers, product team members and data scientists....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=d919a8aab6b27c4f&fccid=bab9e00ab9b5be26,"New York, NY 10012 (Little Italy area)",30+ days ago,,,Software Engineer
1800,Future Simple,Use business context to create a hypothesis of a variable that impacts our customer’s sales and analyze the data to test your theory using big data technologies...,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=9887d74c2abcd5e0&fccid=e44fab5007433897,California,30+ days ago,,,Sales Scientist
1801,Immersion,Experience bringing together data from disparate data sources. Data fusion experience. Immersion is seeking a Data Scientist to play a key role in our analytics...,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=63270eb7cdfc04f1&fccid=6fd9a28135308b49,"San Jose, CA 95131 (North Valley area)",30+ days ago,,,Data Scientist
1802,Grit Matters,We're a well-funded machine intelligence company that is combining together novel unsupervised machine learning techniques with natural language generation.,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=f7d6f409ea501867&fccid=e00f8c697ef84478,"San Francisco, CA",30+ days ago,,,"Machine Learning Engineer (Python, C, C++, Scala, Fortran, or Java) CUDA"
1803,MONSANTO,"We are looking for a creative and highly motivated Data Scientist to join the world-class experts in genetics, genomics, breeding, and data science who are...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=f8c93ae46467da2e&fccid=3529500887e40d15,"Woodland, CA",30+ days ago,,,Data Scientist
1804,Walmart eCommerce,"A Principal Data Scientist analyzes large data sets to develop multiple, complex custom models and algorithms to drive innovative business solutions....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=a4f8e4beb2a11d1b&fccid=8c49e99f20f89e48,"Sunnyvale, CA",30+ days ago,,,Principal Data Scientist
1805,inMarket,"Hunger to continue learning and developing as a data scientist. Data Dictionary - slicing and dicing the data base, and guidance on building tiers and...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=39a1e815ac6e56f0&fccid=dc4a058db3584448,"Los Angeles, CA",30+ days ago,,,Data Scientist
1806,Galvanize,"Lead Instructor, Principal Data Scientist. Join us in building the world's hub for education in data science and data engineering....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=5e8522267f36e735&fccid=5609ae8cba643791,"New York, NY",30+ days ago,,,"Lead Instructor, Principal Data Scientist"
1807,Kershner Trading,"Ideal candidates will have a BS, MS or PhD in an Engineering or Science discipline from a top school with academic coursework in Machine Learning, Deep Learning...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=069dc0a692c9492f&fccid=2ca957655873bec7,United States,30+ days ago,,,Quantitative Analyst
1808,Honeywell,"You are good at interfacing with a variety of stakeholders, including data scientists, software engineers, and the business....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=3c2ae5e6c26b267a&fccid=50208b5bf45ee3b8,"Golden Valley, MN",30+ days ago,,,"NoSQL, Hadoop, Cassandra Architect - Golden Valley, MN"
1809,Amazon Corporate LLC,"We build backend systems that generate timecoded data automatically, front-end UIs to acquire data and do quality control, and services to publish the data....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=0baceaa6fd71fb83&fccid=fe2d21eef233e94a,"Seattle, WA",30+ days ago,,,"Machine Learning Scientist -Computer Vision - Time Lords Team (Seattle, WA)"
1810,"Cisco Systems, Inc.",Talos is seeking puzzle-loving coders to join our growing Efficacy Engineering (EE) team of research engineers and data scientists....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=f7765a8193c8fdf3&fccid=dfc44f3b8c44a6db,"Columbia, MD",30+ days ago,,,"Software Engineer, eLearning"
1811,Ninjob | Employment Marketing,Leading insurer seeks an FCAS as a Statistical/Modeling Principal. Support organizational strategy and operations through design and statistical analysis.,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=30ea93a00a597d20&fccid=100e6043a33e57bf,Wisconsin,30+ days ago,,,Statistical/Modeling Principal FCAS (CAS-08782)
1812,Blue Owl,Work with data scientists to carry out site-wide analytics and build A/B test experiments for hypothesis testing....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=b7207023e0d8c929&fccid=d978045561911d24,"San Francisco, CA",30+ days ago,,,Save lives building data science infrastructure
1813,"Hitachi America, Ltd.",) has an opening for a Researcher Scientist in Big Data solution technologies in our newly established Big Data Laboratory in Silicon Valley....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=766a614aaa37d0b2&fccid=28f79c18789111e8,"Santa Clara, CA 95054",30+ days ago,,,"Research Scientist, Big Data Lab"
1814,Allstate Insurance,Manages data and data requests to improve the accuracy of our data and decisions made from data analysis. Strong understanding of geospatial data....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=f474bbe40f2b1782&fccid=3a71a4d2f7990a25,"Chicago, IL 60601 (Loop area)",30+ days ago,,,Geospatial Data Scientist
1815,Civis Analytics,"With a specialization in statistics, this data scientist role will apply state-of-the-art statistical methods to our research as well as develop entirely new...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=4cbbecdfe07c5fdb&fccid=85806092f576a90e,"Chicago, IL",30+ days ago,,,Data Scientist - Statistics
1816,Susquehanna International Group,Your work will impact all aspects of the trade pipeline from raw market data to intra-day streaming data analysis....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=9c8b232de55601af&fccid=49efe363ff14d902,"Philadelphia, PA",30+ days ago,,,Quantitative Researcher - Machine Learning
1817,IN2M Technologies / Finicity,"Data Scientist, Senior Data Scientist. Data Scientist, Finicity Data Innovation Lab. Finicitys Data Innovation Lab is currently seeking a Senior Data Scientist...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=ca2ba5c037fb86ef&fccid=84493be55c0c1732,"Murray, UT",30+ days ago,,,Data Scientist
1818,DataRobot,"Strong experience working with Geospatial data. As a Data Scientist, Geospatial you will work on our machine learning platform and actively contribute to the...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=b0e8c8d5d29bd6d3&fccid=ccacdb1cb7d4a077,"Boston, MA 02109 (Central area)",30+ days ago,,,"Data Science Engineer, Geospatial"
1819,"Magic Leap, Inc.","Develop and implement data processing algorithms in SW. Work with ground truth data acquisition systems, develop algorithms and implement SW components for data...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=53eddfa16a3bb0a1&fccid=250b3b23ab6d1a65,"San Francisco, CA",30+ days ago,,,Software Engineer (Performance & Data)
1820,IBM,"Proven track record of leading a team of developers and data scientists. Proven experience working with large data sets, ETL, SQL, and JSON web services....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=2989de7491b6adda&fccid=de71a49b535e21cb,"Austin, TX",30+ days ago,,,Cognitive Software Engineer
1821,Socrata,"Too often, this data is inaccessible and only useful if you’re a database administrator, a programmer or a data scientist....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=bb25e3fcd185241c&fccid=1b2f37de819662ec,"Seattle, WA",30+ days ago,,,Principal Engineer
1822,Stratospheric Media Player,"Our client is a stratospheric player in media, with top-level ad product expertise and a bench of data scientists second to none....",120000.0,entry_level,http://www.indeed.com/cmp/The-Hired-Guns/jobs/Vice-President-8859dd84d811ae0e?r=1&fccid=68fa146553f91ab6,"New York, NY",30+ days ago,,,"Vice President, Ad Product Strategy"
1823,Eli Lilly,"Scientific Data Dissemination/Exchange. Regulatory directors, scientists, and associates. Participate in data analysis, development of scientific data...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=7a6c00ac3f403e26&fccid=ac8d156b339793e6,"Indianapolis, IN",30+ days ago,,,"Clinical Research Physician, Clinical Pharmacology - Diabetes and Metabolic Disease"
1824,Markit,"Develop models using statistical analysis and data mining to construct high-level data flows. Professional experience working with data mining, data analytics,...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=380a7e7465d38b00&fccid=e7412c9546112d92,"Boulder, CO",30+ days ago,,,"Data Scientist, Markit Digital"
1825,Uber,"Define creative solutions to business problems using advanced mathematical algorithms Work independently, as well as in collaboration with other data scientists...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=341d779c47d9e863&fccid=f766f8bfbc3effb7,"San Francisco, CA 94103 (South Of Market area)",30+ days ago,,,Data Scientist - Mapping Technologies
1826,MONSANTO,Monsanto is revolutionizing agriculture through big data science and analytics. This individual will have ample opportunities to work with interdisciplinary...,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=1e563fa48e0d03a4&fccid=3529500887e40d15,United States,30+ days ago,,,Global Environmental Data Scientist
1827,Tradeshift,"Tradeshift is looking for a San Francisco-based, outstanding data scientist with a knack for working with requests for insights from data from a complex domain...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=6411ee918e409e76&fccid=adf4be6ad022ff10,"San Francisco, CA",30+ days ago,,,Data Scientist
1828,Clover Health,"At the same time, we are broadening our tool set to work with hierarchical data and enhance data audit-ability.You will work with data scientists, other...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=964964b5474f0048&fccid=6aa7204a59f52d86,"San Francisco, CA",30+ days ago,,,Senior Data Engineer
1829,Grubhub,"Ability to interact with Data Scientists and Data Engineers. Familiarity with Big Data Tools - Spark, Hadoop. We work with awesome people every day....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=e31ef451c63ae339&fccid=12e41f7040f168e8,"New York, NY",30+ days ago,,,MId-Level Software Engineer
1830,BTG Careers,"Production Team, Quality Team, Validation engineers, EHS, Innovation Scientists and Engineers. BTG....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=8133c75b1b7f17ac&fccid=2590f841e50f5b3e,"Farnham, NY",30+ days ago,,,MTS Process Engineer
1831,Sandia National Laboratories,"Implement cutting-edge algorithms to enable new data exploitation capabilities for our customers. This includes radar command-and-control, as well as onboard,...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=545366196769cda5&fccid=6153cf878ee73d92,"Albuquerque, NM",30+ days ago,,,RD Software Engineer/Developer for SAR/ISR (Early/Mid-Career)
1832,Equinix,We are looking for a storyteller who can weave structured and unstructured data and extract value out of it.Ideal candidate would be a strong data wrangler with...,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=8922eed0c8012996&fccid=e15d9e27876d9dc3,"Sunnyvale, CA",30+ days ago,,,Staff Data Scientist
1833,MONSANTO,"Work with Data Scientists, Data Engineers and business partners to define best practices for conducting data science research and delivering data driven...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=bd4b41f7c00cf2eb&fccid=3529500887e40d15,"St. Louis, MO",30+ days ago,,,Data Science Best Practices Lead
1834,Payette Group,Productization of Data Science workflows. We invite outstanding talents to join our Data Science Product team and be at the forefront of Data Science and...,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=490469147be92ffc&fccid=0713d0f87189170a,"Mountain View, CA",30+ days ago,,,Data Scientist
1835,VROOM,Work with our Data Scientists to develop proactive acquisition models and machine learning algorithms to identify supply and demand....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=01610466cd95c5fa&fccid=2ab13947fbb2d925,"New York, NY",30+ days ago,110000.0,130000.0,Business Analyst - Supply
1836,Amazon Corporate LLC,You'll work with Data Analysts and Scientists and will work on a platform with petabytes of data (and growing!)....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=fb8cfa4e97d14a2f&fccid=fe2d21eef233e94a,"Seattle, WA",30+ days ago,,,Software Development Engineer
1837,Arkema Americas,"Based at Arkema's Corporate Offices and R&D Center in King of Prussia, PA, the Scientist / Research Scientist supports R&D innovation initiatives in new product...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=997a828c2f523f44&fccid=4d1303d22f32438d,"King of Prussia, PA",30+ days ago,,,"Scientist/Research Scientist -- Polymer, Chemical and Process Modeling"
1838,KellyMitchell,"Interacts with data scientists and industry experts to understand how data needs to be converted, loaded and presented....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=dba03bbd6419770b&fccid=f04af0e396ef8298,"San Antonio, TX",30+ days ago,,,Software Engineer
1839,Quora,"Work with designers, fellow engineers and data scientists to prototype and implement product features. Ability to use data and user research to inform product...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=157d562f18f98009&fccid=14573f60c2094076,"Mountain View, CA",30+ days ago,,,Full Stack Engineer
1840,Intertek,"Ability to work with a remote team of engineers and scientists. Primary responsibilities will be in image reconstruction, segmentation, rendering and other...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=114deee46b652bd6&fccid=1f4ccf172f5f4ab1,"Binghamton, NY",30+ days ago,,,Principal Software Engineer
1841,Thumbtack,"We're looking for data scientists with deep expertise in statistics, machine learning, optimization, and/or building data products....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=ff8e7a5a91e6e191&fccid=7a4ceaf20cd03b82,"San Francisco, CA",30+ days ago,,,Data Scientist
1842,Visa,"Data Analytics, Security, and Future of Payment. Collaborate with our partners in academia, industry and government on key initiatives to advance our big data...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=e1ea05bb744ecd9f&fccid=a3f737e511d9fc8c,"Foster City, CA",30+ days ago,,,Research Scientist Job
1843,Baidu USA,"Baidu Research, headquartered in Silicon Valley, is looking to hire Research Scientists with strong machine learning or deep learning backgrounds....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=ae65a29b91833e36&fccid=13851870979c2886,"Sunnyvale, CA 94089",30+ days ago,,,Research Scientist - Machine Learning
1844,"HR, Legal, & Administration",A hands-on data scientist who knows how to. We are looking for a Chief Data Scientist who can lead. Our Data Infrastructure and Environment:....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=884b2407f3ac1dc3&fccid=cb883b35342d226c,"Sartell, MN 56377",30+ days ago,,,Chief Data Scientist
1845,Womply,"Our team is comprised of Data Scientists, Engineers, and Analysts that use Womply’s vast and growing data to drive better decision-making....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=8045290798c43ca4&fccid=29c636561d66d97d,"San Francisco, CA",30+ days ago,,,Data Scientist
1846,MONSANTO,You will become an expert of AWS services that we leverage and help us to efficiently integrate our big data infrastructure in the AWS cloud....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=3a50b671fe34b14c&fccid=3529500887e40d15,"St. Louis, MO",30+ days ago,,,Big Data Analytics Engineer
1847,HYP3R,"From data scientists to marketing hackers. Significant experience with configuration management, monitoring, alerting, data resilience....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=8fee58da758e4b63&fccid=803c4347874721d5,"San Francisco, CA",30+ days ago,,,Backend Engineer
1848,Jobspring Partners,Big Data tools:. This Data Scientist will be working alongside the Director of Analytics as well as the CTO....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=750a06d9aad7ea5b&fccid=4a2d2fbadf14d480,"Arlington, VA",30+ days ago,100000.0,150000.0,Data Scientist (Machine Learning)
1849,Averity,"Knowledge big data analysis and systems. Individual will work directly with Senior Analysts, Traders and report to trading head to leverage his/her big data and...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=734805955901d428&fccid=39407476605079e0,"New York, NY",30+ days ago,100000.0,150000.0,Junior Quantitative Analyst / Developer for $5B Hedge Fund
1850,Elevate Recruiting Group,"Software Engineer Data. Hadoop, Hive, Spark and big data tools. Build solutions to handle large amounts of data;...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=688adb43a4bb51a1&fccid=ea0afd5c2a813ac2,"South San Francisco, CA",30+ days ago,,,Software Engineer Data
1851,Elevate Recruiting Group,"We have over 1PB of data every month and growing fast. Were hiring engineers to build ad-serving, bidding, modeling and data infrastructure built using a mix of...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=12e0ada85531eba2&fccid=ea0afd5c2a813ac2,"Redwood City, CA",30+ days ago,,,Web Applications Developer
1852,Amazon Corporate LLC,"Experience in data munging (SQL, ETL, data warehouse, etc.). Apply advanced statistics and data mining techniques to analyze and make insights from big data...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=ff274282e8a0bd84&fccid=fe2d21eef233e94a,"Seattle, WA",30+ days ago,,,Research/Data Scientist
1853,"Aptonet, inc",Support the development of data science and big data analytics solutions that improve processing and decision making....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=abab8f4e8f9b405d&fccid=bad8532939715650,"Atlanta, GA",30+ days ago,,,Big Data – Data Scientist.
1854,Chartboost,Work on several data classification problems at petabyte scale data and incorporate back into statistical models....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=e44a2b16ab4aede0&fccid=d558f6db147e1cf3,"San Francisco, CA",30+ days ago,,,Machine Learning Engineer
1855,MONSANTO,Be a critical senior member of a full-stack data engineering team focused on creating distributed analysis capabilities around our scientific datasets • Think...,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=790286e3c5d07d48&fccid=3529500887e40d15,"St. Louis, MO",30+ days ago,,,Big Data Engineer
1856,Cure Forward,"We help people get their data, understand it, and find answers. Cure Forward is an online precision medicine platform made for patients and their care teams....",120000.0,entry_level,http://www.indeed.com/cmp/Cure-Forward/jobs/Product-Manager-3e72c3e81bb465e7?r=1&fccid=b4394a3bd414d221,"Cambridge, MA",30+ days ago,,,Product Manager - Health IT
1857,NeoHire South,"Potential projects include building classification and regression models for neural spiking data, decoding of the spatio-temporal patterns of spikes with...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=83d3c9be26488db2&fccid=c185c34886136538,"Santa Monica, CA",30+ days ago,100000.0,300000.0,Modelers (Machine Learning)
1858,Quartet,We’re looking for a Big Data Engineer/Data Scientist who finds creative solutions to tough problems. Experience processing a diversity of structured and...,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=9ecf5adaca8ef69e&fccid=b7ec7c4589b910f4,"New York, NY 10018 (Clinton area)",30+ days ago,,,Data Platform Engineer
1859,Voloridge Investment Management,"Passion for data and math. We are seeking new talent to join our research team, led by our CEO, David Vogel, who is a highly acclaimed data scientist....",120000.0,entry_level,http://www.indeed.com/cmp/Voloridge-Investment-Management/jobs/Research-Associate-fe40f0a19a40dd1d?r=1&fccid=fccd85f1ee696c5b,"Jupiter, FL 33477",30+ days ago,,,Research Associate
1860,Visa,"Mobile and distributed systems/cloud computing security, protocols and network security, cryptography and cryptanalysis, payments and cryptocurrencies, data and...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=e8b4a1eeaf6fcaca&fccid=a3f737e511d9fc8c,"Foster City, CA",30+ days ago,,,Research Scientist - Security Job
1861,CACI International Inc,"As Data Scientist, you will be responsible for data analytics support, from understanding and evaluating customer requirements to development of advanced data...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=d3a37a913b4cc4aa&fccid=290a4498a64fc044,"Arlington, VA",30+ days ago,,,Data Scientist Job
1862,Citi,"Performing analysis on any issue in market risk, handling large amounts of data, understanding the current risk model framework, supporting the existing risk...",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=e8d3ed58e4834bfa&fccid=5bcd1ef0a7f4fb99,"New York, NY",30+ days ago,,,Market Risk Analytics – Quantitative Analyst
1863,Google,Research and Machine Intelligence is a high impact team that?s building the next generation of intelligence and language understanding for all Google products,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=be865f807309867d&fccid=a5b4499d9e91a5c6,"Mountain View, CA",30+ days ago,,,"Software Engineer, Machine Learning & Artificial Intelligence"
1864,AiCure,"Continuously stay up to date on advances in the research community (e.g., by experimenting with different Deep Learning models, data sets, algorithms, etc)....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=47686bca43ecb6c8&fccid=a7ffaac5586ee69a,New York State,30+ days ago,,,Computer Vision Research Scientist
1865,"Foundation Medicine, Inc.",The Data Analytics Scientist will work together with our knowledge discovery group to help apply and expand our analytics suite for complex sets of data....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=52f47b2d99b3ac82&fccid=6089b239f938d042,"Cambridge, MA",30+ days ago,,,"Data Analytics Scientist, Knowledge Informatics"
1866,SigFig,Work with Data Scientists to design and run user experiments to help gauge the impact of new features. Work closely with our amazing product design team to...,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=746661ae417386a2&fccid=9edcbac3f895c8a9,"San Francisco, CA",30+ days ago,,,Front End Engineer
1867,AstraZeneca,"To help drive the CTO Office's mission, we are looking to hire an experienced Data Scientist for the Redwood Shores office....",120000.0,entry_level,http://www.indeed.com/rc/clk?jk=8afdcb255b38f2b2&fccid=003656df63cede32,"Redwood City, CA",30+ days ago,,,Data Scientist
1868,Domino Data Lab,Desire to meet world-class data scientists and grok how they work. We have an ambitious vision for powerful new ways for data scientists to collaborate....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=ed33d5729f6ba400&fccid=a9d1369b8545d084,"San Francisco, CA",30+ days ago,,,Senior Software Engineer
1869,Thomson Reuters,Explores existing data for insights and recommends additional sources of data for improvements. Ability to test ideas and adapt methods quickly end to end from...,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=36cbe0e10ab271c0&fccid=f4c6ed63cbcfdc0d,"San Francisco, CA",30+ days ago,,,Data Scientist
1870,Celgene,Integrating data analysis tools to manipulate large datasets. Pattern recognition applied to molecular profiling data and mathematical....,120000.0,entry_level,http://www.indeed.com/rc/clk?jk=b70a2f6642793766&fccid=b7b2b0ecc148eab5,"Washington, DC",30+ days ago,,,Postdoc Fellowship
1871,The Aerospace Corporation,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Leads and/or advises upon the development and maintenance...,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=60f36aae08cb2c11&fccid=ba923b146fa75d0d,"Chantilly, VA 20151",Just posted,,,Senior Technical Advisor to the Office of Enterprise Analysis
1872,Adobe,"Computer Scientist in San Francisco and are looking for well rounded full stack engineer, who will support and extend our engineering efforts....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=94f223c56d460b62&fccid=f89deb5a97c7738a,"San Francisco, CA",Just posted,,,Senior Computer Scientist
1873,Quantifind,Our Data Scientists are tasked with qualitatively understanding that data and then designing algorithms and processes to make it useful....,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=c139b43021c9d822&fccid=d0977671a0c62269,"Menlo Park, CA",Today,,,Senior Data Scientist
1874,"Commonwealth Computer Research, Inc.","CCRi is looking for smart, innovative data scientists with analytical and software engineering skills....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=d13667794d1849c3&fccid=562e722cc583e618,"Chantilly, VA",Today,,,Senior Data Scientist
1875,Aetna,Responsible for managing team of 25+ data scientists and analysts; Position Summary/ Mission:....,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=0c6c0a8fb775e808&fccid=7077d7e88049c02a,"New York, NY 10016 (Gramercy area)",Today,,,CRM & Marketing Analytics Lead
1876,Pinpoint Resource Group,Partner with data scientists and analysts to explore structured and unstructured data to leverage business insights....,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=b640541cf3608545&fccid=d3cd29e9297167f6,"Irvine, CA",Today,,,Sr. Data Engineer
1877,Clinical Solutions Group,"Experience of analysis of data analysis in using a variety of designs and complex statistical techniques, with different types of data and issues, from...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=f8bcb69584e6916a&fccid=b6ff9d4b8080e57a,"Gaithersburg, MD",Today,,,Senior Statistician/Director-Late Stage Development
1878,CCRi,"CCRi is looking for smart, innovative data scientists with analytical and software engineering skills....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=c4007939ee9e5aa2&fccid=c94de0f72b290b55,"Chantilly, VA",Today,,,Senior Data Scientist
1879,AIG,"Collaborate with colleagues in a variety of roles across AIG, from senior business stakeholders to IT professionals and data scientists....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=34237fbd16b1917c&fccid=9a92a4bf81326e1e,"New York, NY",Today,,,"Senior Business Analyst, Underwriting Analytics"
1880,AT&T,Perform data studies and data discovery around new data sources or new uses for existing data sources. The Senior Data Scientist will be responsible for...,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=d83af1eef44307a4&fccid=25b5166547bbf543,"Plano, TX",1 day ago,,,Senior Big Data Scientist
1881,FGP International,Globally popular sports entertainment client continues to build out their data analytics group with two new Data Scientist openings....,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=02a9b5bf3ff3edc8&fccid=23321f5de730c2a3,"New York, NY",1 day ago,,,Sr. Data Scientist - 22148
1882,"Magic Leap, Inc.","Integrate calibration routines for optical data into a factory test architecture. Magic Leap is an eclectic group of visionaries, rocket scientists, wizards,...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=3b34da8b88daf9b5&fccid=250b3b23ab6d1a65,"Fort Lauderdale, FL",1 day ago,,,Sr. Director (Test & Calibration)
1883,Rexam,"Our team of more than 3,000 engineers, scientists, technicians and support staff drives all the achievements at Ball Aerospace....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=843dea26a831c3c4&fccid=0ddba66889feb89d,"Los Angeles, CA",1 day ago,,,Senior Mission Architect (659694)
1884,Microsoft,"With the amount of data being created growing exponentially and “Big Data” becoming mainstream in the computing industry, traditional data analysis tools are no...",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=e756a4d45304f0e1&fccid=734cb5a01ee60f80,"Redmond, WA 98052",1 day ago,,,Senior Program Manager
1885,Roche,Monitoring and reviewing incoming data. Analysis and interpretation of on-going studies and published data. The role involves clinical representation on cross...,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=2bd3850a8e709c44&fccid=bca1c8ed48c3b338,California,1 day ago,,,"Medical Director / Senior Medical Director, Crenezumab (Late Stage Development Neuroscience)"
1886,Adesa Inc.,"Senior Data Scientist. Experience in data extraction, data. Business problems using data analysis, data mining, optimization. Data sets using SQL/Tableau....",120000.0,senior_level,http://www.indeed.com/rc/clk?jk=06311ee3742c86c9&fccid=dcec59f3cb438951,"Carmel, IN",2 days ago,,,Senior Data Scientist
1887,Eli Lilly,Accountable for organization and cataloging data into the customer relationship management system Inova. Responsible for working with Legal and therapeutic area...,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=646ce7296f32f4e0&fccid=ac8d156b339793e6,"Cambridge, MA",2 days ago,,,External Collaborations-Search and Evaluate Associate Delivery and Device
1888,Ardelyx,Senior Scientist – GI/Immunology In Vivo Pharmacologist. Directly supervise a team of in vivo scientists in the development and execution of animal models and a...,120000.0,senior_level,http://www.indeed.com/rc/clk?jk=749d9ea7aa5bc13d&fccid=5117e1e733a6fbe3,"Fremont, CA 94555 (Northgate area)",2 days ago,,,Sr. Scientist - GI/Immunology in-vivo Pharmacologist
