,company,description,est_salary,link,location,post_time,real_salary_lower,real_salary_upper,title
1675,L'Oreal USA,"Good understanding of statistics and data management process in clinical trials. Support efforts to develop scientific abstracts, presentations, and manuscripts...",110000.0,http://www.indeed.com/rc/clk?jk=2a2c4c56c49a1857&fccid=362244bb2b7edf16,"San Francisco, CA",1 day ago,,,Sr Scientist/Clinical Project Lead-Advanced Research
1676,Biogen,"Scientist, Translantional Sciences Job Description Job Description:. Superior managerial/people leadership skills and the ability to lead independent scientists...",110000.0,http://www.indeed.com/rc/clk?jk=63520603dbe4422e&fccid=04233dcb6353e8e1,"Cambridge, MA 02142 (East Cambridge area)",1 day ago,,,"Sr. Scientist, Translantional Sciences"
1677,Philips,To provide professional guidance to Scientists; Deep knowledge in Data Analytics and Content Management (specifically around text and video)....,110000.0,http://www.indeed.com/rc/clk?jk=f99928d4a403c44d&fccid=e4af9ca5b6d3a604,"Baltimore, MD",1 day ago,,,Hospital to Home Principal Architect
1678,The Climate Corporation,"You will have the opportunity to work with large, ""big data"" sets such as machine generated data from our farmer's equipment to geospatial data, precision...",110000.0,http://www.indeed.com/rc/clk?jk=dbd4634960129f75&fccid=5527fa86119a4ea6,"San Francisco, CA",1 day ago,,,"Software Engineer, Backend"
1679,Carnegie Institution for Science,"Demonstrated experience working with scientists in one or more fields. Today, Carnegie scientists work in six scientific departments on the West and East Coasts...",110000.0,http://www.indeed.com/cmp/The-Carnegie-Institute-for-Science/jobs/Associate-Director-Information-Technology-ec8ea5fd5c9cdce4?r=1&fccid=103f16a5ad57323f,"Washington, DC",1 day ago,,,Associate Director of Information Technology
1680,Roche,"The role involves clinical representation on cross-functional teams responsible for the design, implementation, medical monitoring, data interpreting, reporting...",110000.0,http://www.indeed.com/rc/clk?jk=3e727cb9c3760562&fccid=bca1c8ed48c3b338,California,1 day ago,,,"Senior Medical Director, Crenezumab (Late Stage Development Neuroscience)"
1681,Digital Reasoning,"You will be part of a team of top notch software engineers, consultants, project managers and data scientists that focus on delivering the best solution every...",110000.0,http://www.indeed.com/rc/clk?jk=b03f6560a591951a&fccid=63f6f4b6fccadc75,"Nashville, TN",1 day ago,,,Healthcare Systems Engineer
1682,Color Genomics,Color engineers build systems to scale the availability and use of genetic data to millions of people. We are looking for world-class builders with a passion...,110000.0,http://www.indeed.com/rc/clk?jk=90784b0269ce775d&fccid=d5b4d865838c2f2a,"Burlingame, CA",1 day ago,,,Data Scientist
1683,Oscar,"You will be working with data scientists and operations teams. Experience or education in a hard-nosed quantitative field (finance, data science, economics,...",110000.0,http://www.indeed.com/rc/clk?jk=e9cfd2f9ea34682c&fccid=f23c9d9eff23f63e,"New York, NY",1 day ago,,,Risk Manager
1684,BAXTER,"Maintain current knowledge of relevant Quality System Regulations and other regulatory requirements related to research and development (product development,...",110000.0,http://www.indeed.com/rc/clk?jk=bad4171a483d51a7&fccid=01c9ea880c965182,"Round Lake, IL",2 days ago,,,Research Scientist I
1685,EXL,"Our global footprint of nearly 2,000 data scientists and analysts assist client organizations with complex risk minimization methods, advanced marketing,...",110000.0,http://www.indeed.com/rc/clk?jk=1b0ab390c03d0551&fccid=e3e300fc88f0e813,"Jersey City, NJ",2 days ago,,,"Manager, Decision Analytics Services"
1686,Meetup,The chance to work with large amounts of data and make a real difference. Collaborate with product and design to leverage data and algorithms to help people...,110000.0,http://www.indeed.com/rc/clk?jk=f1a77931df0a32fe&fccid=2c6676b98da07f45,"New York, NY 10012 (Little Italy area)",2 days ago,,,Sr. Machine Learning Engineer
1687,"Beckman Coulter, Inc.",Efficiency of data generation. Has data analysis and presentation skills. Scientists use our life science research instruments to study complex biological...,110000.0,http://www.indeed.com/rc/clk?jk=16e583b1c6af88a6&fccid=432c7642003cc768,"Carlsbad, CA",2 days ago,,,Process Engineer
1688,MIT Lincoln Laboratory,"Activities will include leading system architecture and algorithm development, as well as modeling, simulation, and data analysis activities....",110000.0,http://www.indeed.com/rc/clk?jk=bd26358ad94eef6f&fccid=a015205ad138ca75,"Lexington, MA",2 days ago,,,Surveillance and Decision Support Engineer
1689,Microsoft,We are looking for highly talented data scientists who can provide data driven insights for tactical and strategic decisions....,110000.0,http://www.indeed.com/rc/clk?jk=9d61f004a90f39a1&fccid=734cb5a01ee60f80,"Redmond, WA 98052",3 days ago,,,Data Scientist II
1690,Plus3 IT Systems,"Minimum 5 years working on complex data/database projects as a data analyst, data architect, or database engineer....",110000.0,http://www.indeed.com/rc/clk?jk=0c3d7ede3d7f442e&fccid=901e6106e31d02e4,"Washington, DC",3 days ago,,,Data Scientist - Architect
1691,Booz Allen Hamilton,"Help lead the design and development of intuitive and engaging data visualizations by collaborating with analysts, data scientists, and engineers....",110000.0,http://www.indeed.com/rc/clk?jk=6913f1b1e4ed62fc&fccid=4e041af1d0af1bc8,"Alexandria, VA",3 days ago,,,"Data Visualization Engineer, Senior"
1692,Amazon Corporate LLC,We leverage our petabytes-sized data clusters to derive industry leading analytics and provide unique insights for our customers....,110000.0,http://www.indeed.com/rc/clk?jk=360d1b9c54411400&fccid=fe2d21eef233e94a,"New York, NY",3 days ago,,,Software Development Engineer
1693,Merck,"Senior Scientist Engineering-PRO014051. Solid experience in using software and statistical tools for data mining, data analysis and modeling is key....",110000.0,http://www.indeed.com/rc/clk?jk=da90043fbab7837d&fccid=c38b7d5e0419a6a7,"West Point, PA",3 days ago,,,Senior Scientist Engineering Job
1694,Zendrive,"Collaborate closely with UX designers, backend engineers, data scientists, & founders. Data driven product development:....",110000.0,http://www.indeed.com/rc/clk?jk=008b60284c42ae7e&fccid=1fbd469cb3487b54,"San Francisco, CA",3 days ago,,,Mobile (iOS) developer to build VC backed early stage start up
1695,CSL Behring,"Strong research skills, knowledge of scientific analysis, data mining, and basic statistical analysis principles required....",110000.0,http://www.indeed.com/rc/clk?jk=4ccec37c59920f45&fccid=784e2aaf1bc10465,"King of Prussia, PA",3 days ago,,,Global Principal Clinical Scientist
1696,BioPoint,"Possess a solid understanding of data management activities (eCRF development from protocol design, database concepts, data flow, data cleaning, etc.)....",110000.0,http://www.indeed.com/rc/clk?jk=327434d85e22837a&fccid=3b085c9880c48e7c,"Bridgewater, NJ",3 days ago,,,Clinical Trial Operations Manager (5734724)
1697,The Climate Corporation,"You will have the opportunity to work with large, ""big data"" sets such as scientific data, machine generated data from our farmer's equipment to geospatial data...",110000.0,http://www.indeed.com/rc/clk?jk=f3b5675d37a348a5&fccid=5527fa86119a4ea6,"San Francisco, CA",3 days ago,,,Senior Web Engineer
1698,Talent Source,"This position will be an analytics leader, have the ability to turn analytics into revenue, be able to understand product, and be a true data scientist leader....",110000.0,http://www.indeed.com/rc/clk?jk=23504c38253b721a&fccid=5534c7cc407dfa78,"Mishawaka, IN",3 days ago,,,"VP, Pricing and Analytics"
1699,Apple,"We are seeking an outstanding data mining scientist who is interested in designing, developing, and fielding data mining solutions that have direct and...",110000.0,http://www.indeed.com/rc/clk?jk=36848d13a3ac6e8a&fccid=c1099851e9794854,"Santa Clara Valley, CA",4 days ago,,,"Data Scientist, Internet Services Team"
1700,Intellipro Group Inc.,Develop new data attributes of users from existing data source and develop novel applications including data driven products based on that....,110000.0,http://www.indeed.com/cmp/Intellipro-Group-Inc./jobs/Data-Scientist-fa313df3b4c35ece?r=1&fccid=2b7dbcfa230bf919,"Seattle, WA",4 days ago,,,Data Scientist
1701,Synchronoss,The Data Scientist – Architect contributes to Synchronoss’ success by collaborating with domestic and international Telecommunications clients to strategize on...,110000.0,http://www.indeed.com/rc/clk?jk=2aa080f95903d142&fccid=9e3bb55889e1572b,"Reston, VA",4 days ago,,,Data Scientist - Architect
1702,Booz Allen Hamilton,Apply experience with and knowledge of analytics while working alongside industry-leading Cloud computing technologists and data scientists to solve large-scale...,110000.0,http://www.indeed.com/rc/clk?jk=2d0177a27a194dc9&fccid=4e041af1d0af1bc8,"Herndon, VA",4 days ago,,,"Data Scientist, Senior"
1703,Booz Allen Hamilton,Apply experience with and knowledge of analytics while working alongside industry-leading Cloud computing technologists and data scientists to solve large-scale...,110000.0,http://www.indeed.com/rc/clk?jk=df4f935b23cb50a7&fccid=4e041af1d0af1bc8,"Herndon, VA",4 days ago,,,"Data Scientist, Mid"
1704,"Almac Group, Inc",The successful candidate will play a pivotal role in developing Almac Diagnostics’ capabilities in genetics and genomics (GX) statistical data analysis on all...,110000.0,http://www.indeed.com/rc/clk?jk=b27cee99da159daf&fccid=105e2805f879e5af,"Durham, NC 27704",4 days ago,,,Sr. Statistician
1705,"SRC, Inc.","Experienced with data collection, organization and integration. Hands-on, advanced proficiency in handling and analyzing large data sets....",110000.0,http://www.indeed.com/rc/clk?jk=80480ebefeeef62a&fccid=950032d3c5a663a9,"Syracuse, NY 13202 (Southwest area)",4 days ago,,,Systems Engineer (Machine Learning)
1706,Booz Allen Hamilton,"Perform as a data scientist with a focus on computer science to apply expertise in distributed scalable Big Data store, including Accumulo, Cloudbase, HBase Big...",110000.0,http://www.indeed.com/rc/clk?jk=5c7af79fae3a693c&fccid=4e041af1d0af1bc8,"Alexandria, VA",4 days ago,,,"CS Data Scientist, Mid"
1707,Eli Lilly,Demonstrated ability to analyze and interpret complex technical data and troubleshoot data issues. The Research Scientist is a key member in a cross-functional...,110000.0,http://www.indeed.com/rc/clk?jk=4a5bd6b389e6405a&fccid=ac8d156b339793e6,"Indianapolis, IN",4 days ago,,,Research Scientist - Tech Services
1708,"Divergent Resources, Inc.","5+ years experience as analyst, data scientist, or related quantitative role, excluding internships and education....",110000.0,"http://www.indeed.com/company/Divergent-Resources,-Inc./jobs/Senior-Business-Intelligence-Analyst-4e6ae8797b5391c1?r=1&fccid=18cf5ec8f1f26e07","San Francisco Bay Area, CA",4 days ago,,,Senior Business Intelligence Analyst
1709,ETS Inc.,"We are currently seeking a Research Scientist that has experience with machine learning, machine vision, natural language processing and spatial data....",110000.0,http://www.indeed.com/cmp/ETS-Inc./jobs/Machine-Vision-Research-Scientist-5f8bca151935c410?r=1&fccid=56018b24fcfd6ee5,"Los Angeles, CA",4 days ago,110000.0,,Machine Vision Research Scientist
1710,Google,"As a Technical Curriculum Developer, you will work closely with technical subject matter experts (SMEs) to design, develop and maintain technical learning...",110000.0,http://www.indeed.com/rc/clk?jk=b441b529002011c4&fccid=a5b4499d9e91a5c6,"Mountain View, CA",4 days ago,,,"Technical Curriculum Developer, G Suite"
1711,-,"Senior Clinical Scientist. As required, lead internal data reviewmeetings to determine strategic interpretation....",110000.0,http://www.indeed.com/rc/clk?jk=acc81ec50cc8d6c4&fccid=ce783271e420d14a,"Cambridge, MA",4 days ago,,,Senior Clinical Scientist -Seqirus
1712,XebiaLabs,Experience working on data and visualization-heavy websites. Help create new visualizations for large amounts of data....,110000.0,http://www.indeed.com/rc/clk?jk=0904ccaf88a0115b&fccid=5364b81b07805971,Massachusetts,4 days ago,,,Interaction Designer
1713,"Portola Pharmaceuticals, Inc.",The successful candidate will lead a small group of analytical development scientists and research associates to support Portola’s protein drug candidates....,110000.0,http://www.indeed.com/rc/clk?jk=8dbf36b0e5d3d4b2&fccid=9947cacfca8e23b4,"South San Francisco, CA 94080",4 days ago,,,"Sr. Director, Analytical Development"
1714,Microsoft,"Outstanding coding abilities in C#, C++ or Java - Strong algorithms background, exceptional problem solving, and passion for data driven decision making -...",110000.0,http://www.indeed.com/rc/clk?jk=2d6d72aadf5a8077&fccid=734cb5a01ee60f80,"Bellevue, WA",4 days ago,,,Software Engineer - Query Intelligence
1715,Commonwealth Sciences,Senior Scientist will join a DMPK/Clinical Pharmacology group and be responsible for PK/PD data analysis. CWS works with a variety of disciplines and levels...,110000.0,http://www.indeed.com/rc/clk?jk=f63f19395695b7d4&fccid=1939a984aaacd7e4,"Cambridge, MA",4 days ago,,,Senior Scientist
1716,Cayman Chemical,"Reviews emerging data objectively to drive team toward recommendations that highlight opportunities, address potential risks, and proactively provide...",110000.0,http://www.indeed.com/rc/clk?jk=f62a0ca6daa17cf0&fccid=cd6581ff528d399e,"Ann Arbor, MI 48108",4 days ago,,,Vice President of Catalog Product Development
1717,Tempus,We now have more data than ever before but providers don't have the infrastructure or expertise to make sense of said data....,110000.0,http://www.indeed.com/rc/clk?jk=d881387adf77273c&fccid=8525bdcf5722dd27,"Chicago, IL 60654 (Loop area)",4 days ago,,,Senior Scientist I - Clinical NGS
1718,Microsoft,"Work with a team of data scientist and analysts to build the strategy to optimize our user acquisition, engagement, retention and monetization....",110000.0,http://www.indeed.com/rc/clk?jk=ee1f17388e1b9896&fccid=734cb5a01ee60f80,"Bellevue, WA",4 days ago,,,Franchise Business Manager - Minecraft
1719,Lawrence Berkeley National Laboratory,"Data mining in time-series data; FastBit indexing technology, Storage Resource Management (SRM), scientific data formats, data access libraries, climate data...",110000.0,http://www.indeed.com/rc/clk?jk=bb14ae8e243c366e&fccid=5bee64c47451d1c2,"Berkeley, CA 94720",4 days ago,,,Computer Science Postdoctoral Fellow
1720,TEKSystems,"Collaborate with system engineers, data scientists, frontend developers and software developers to implement solutions that are aligned with and extend shared...",110000.0,http://www.indeed.com/rc/clk?jk=2ea92e38c5777b6b&fccid=2dd14c87d68d63d8,"Van Buren, MI",4 days ago,,,Java Developer
1721,"Phil Ellis Associates, Inc.","Involvement in batch record review and QC data, including trending. Direction and management of stability programs, including review of stability protocols and...",110000.0,http://www.indeed.com/rc/clk?jk=a3559b59252e0ba5&fccid=2bfe47523c24f776,"Denver, CO",4 days ago,,,"Scientist, Stability & Specifications"
1722,Cambridge Consultants Ltd,"Analyzing and understanding test data, including statistical analysis where necessary. You will apply your regulatory knowledge to device development projects...",110000.0,http://www.indeed.com/rc/clk?jk=3b0944d9bbef5f6c&fccid=dee4e12ec7e5a163,"Boston, MA",4 days ago,,,Principal Design Assurance / Quality Engineer
1723,ReliaSource,Demonstrated on-the-job experience working with data scientists on data science products. ReliaSource is seeking a SME level Software Engineer to work on a team...,110000.0,http://www.indeed.com/rc/clk?jk=b3ec4e899fb41e82&fccid=37cd4457712d94d3,"Reston, VA",4 days ago,,,Java/PHP/MySQL Software Engineer SME (TS SCI FS)
1724,First Republic Bank,"As a strategic service offering, First Republic’s “Enterprise Data and Client Insight” (EDCI) office works collaboratively with business and Information...",110000.0,http://www.indeed.com/rc/clk?jk=ab6d579980af1199&fccid=e228a3c78d0f7f13,"San Francisco, CA",4 days ago,,,Quantitative Developer/Analyst
1725,TEKSystems,"Communicate clearly with a wide variety of stake holders - bioinformaticists, data scientists, biologists, geneticists, physicians, lab staff and infrastructure...",110000.0,http://www.indeed.com/rc/clk?jk=6edb1f1993f08df4&fccid=2dd14c87d68d63d8,"San Diego, CA",4 days ago,,,Full Stack Software Engineer
1726,Tesla Motors,Perform exploratory data analysis and data visualization. We are looking for a motivated data scientist to help us advance our maps for Autopilot and navigation...,110000.0,http://www.indeed.com/rc/clk?jk=03c96464b9eede87&fccid=b5435bdc4be466ce,"Palo Alto, CA",5 days ago,,,"Data Scientist, Autopilot Maps"
1727,General Motors,AI Research Scientist. Artificial Intelligence Computer Scientist. Modeling data abstractions employing multiple non-linear mathematical and statistical...,110000.0,http://www.indeed.com/rc/clk?jk=0fe4e4f6b62970a1&fccid=116680a29a847a70,"Warren, MI",5 days ago,,,Artificial Intelligence Computer Scientist
1728,Scribd,Create pipelines that transform raw application data into actionable business data. About the Data Team. 2-5+ years of professional experience in data analytics...,110000.0,http://www.indeed.com/rc/clk?jk=0b09d641bbfa9bea&fccid=5376f8994db809f9,"San Francisco, CA 94107 (South Of Market area)",5 days ago,,,Data Scientist
1729,Countr,"We are looking for Data Scientist who is a creative problem solver, resourceful in getting things done, and productive working independently or collaboratively....",110000.0,http://www.indeed.com/rc/clk?jk=10c690ad557e6cea&fccid=4d29471070aa339c,"New York, NY",5 days ago,,,Data Scientist
1730,Facebook,"Data Scientist, Analytics (Oculus) (Menlo Park, CA) Careers at Oculus Part of Facebook We’re looking for data scientists to work on our core and business...",110000.0,http://www.indeed.com/rc/clk?jk=28879ac8c983cc0c&fccid=1639254ea84748b5,"Menlo Park, CA",5 days ago,,,"Data Scientist, Analytics (Oculus)"
1731,AmTrust North America,"Hadoop, SQL) processing large volumes of structured and unstructured data. Ability to query databases and apply advanced data manipulation techniques across...",110000.0,http://www.indeed.com/rc/clk?jk=08b3e7de76647629&fccid=8ce7dd02c5e63981,"Cleveland, OH 44114 (Downtown area)",5 days ago,,,Data Scientist
1732,Sayva Solutions,3-5 years’ experience in Data Science or Data Analysis. Support business management teams with statistical analysis through data driven insights and strategies....,110000.0,http://www.indeed.com/rc/clk?jk=4f24e6b56f94fb8d&fccid=fdabcbfefd7a3499,"San Diego, CA",5 days ago,,,Data Scientist
1733,eviCore healthcare,"As a machine learning data scientist, you will:. We are seeking highly creative and motivated post graduate and/or postdoctoral data scientists with exceptional...",110000.0,http://www.indeed.com/rc/clk?jk=d3e7ee950f19bc93&fccid=40ef086ccdfb6053,"Boston, MA",5 days ago,,,Machine Learning Data Scientist
1734,EXL,Independently address complex problems Participate in design of analysis and modeling approach with managers and modelers Extremely comfortable working with...,110000.0,http://www.indeed.com/rc/clk?jk=aa9226d9188637d0&fccid=e3e300fc88f0e813,"Jersey City, NJ",5 days ago,,,Senior Analytics Consultant - Mexico
1735,AOL,"Performs all data science lifecycle activities, including data cleansing, ETL, feature engineering, model development and performance evaluation....",110000.0,http://www.indeed.com/rc/clk?jk=a519c4f0b3cdf74c&fccid=68c5ed95bc628f29,"Boston, MA",5 days ago,,,Senior/Principal Data Scientist
1736,Eyeview,"In addition, the data scientist will also work with the data engineers and analytics team in creating and evolving a scalable predictive modeling platform for...",110000.0,http://www.indeed.com/rc/clk?jk=c0e1f5fa03bd7583&fccid=f5425b284f86f983,"New York, NY 10011 (Chelsea area)",5 days ago,,,"Decision Scientist, Real-Time Bidding Strategy"
1737,Saint Software,Work with data scientists to industrialize python based machine learning applications. We are an exciting big data startup helping our clients do great things...,110000.0,http://www.indeed.com/cmp/Saint-Software-Consultants/jobs/Python-Developer-aae73b96ee281d77?r=1&fccid=b5468ae37cdd5bcb,"Houston, TX",5 days ago,,,Python Developer
1738,Practice Fusion,"Practice Fusion is building a team of data analysts, data scientists and developers to create innovative data products using one of the largest de-identified...",110000.0,http://www.indeed.com/rc/clk?jk=1d8c29a0102e47e4&fccid=9db9d7f953ac34f0,"San Francisco, CA 94102 (Downtown area)",5 days ago,,,Senior Life Science Analyst
1739,IQ Workforce,"Experience and knowledge of data storage, data management, and big data processing tools preferred. Their Insight Marketing team is expanding their discipline...",110000.0,http://www.indeed.com/rc/clk?jk=d2356d0f9058f36f&fccid=628404266f6c8181,"Miami, FL",5 days ago,,,Data Scientist
1740,Genscape,"Master Data Management / Data Lifecycle Management. Perform data analysis, design and development working with senior database developer and/or data architect...",110000.0,http://www.indeed.com/rc/clk?jk=936f64d202f47fa3&fccid=641684ae5ed23ec4,"Boston, MA",5 days ago,,,Junior Database Developer
1741,KellyMitchell,Major retailers using Big Data Platforms. Large financial services companies using Big Data Platforms. Build scripts in Hive to meet Use Cases for online...,110000.0,http://www.indeed.com/rc/clk?jk=05edd931a86ee6e6&fccid=f04af0e396ef8298,"Minneapolis, MN",5 days ago,,,Data Scientist
1742,AIG,"Minimum 5 years of experience in data science and advanced modeling, especially as it relates to insurance. Being able to work independently to being a project...",110000.0,http://www.indeed.com/rc/clk?jk=00ebfa9c764cd005&fccid=9a92a4bf81326e1e,"New York, NY",5 days ago,,,Manager of Predictive Modeling
1743,Emerald Resource Group,Data Scientist - Lead. Do you consider yourself a Data Scientist? Are you interested in Big Data environments?...,110000.0,http://www.indeed.com/rc/clk?jk=da104fc7bffc29a3&fccid=b413db335d5c9bdb,"Cleveland, OH 44147",5 days ago,110000.0,,Data Scientist Lead
1744,Technical Resources International Inc.,TRI is seeking a Data Scientist to join its Data Analytics and Bioinformatics Team and participate in building products based on healthcare data....,110000.0,http://www.indeed.com/rc/clk?jk=d6cba0aba2ce18fa&fccid=06c05393390f7573,"Bethesda, MD 20817",5 days ago,,,Data Scientist - Clinical Research
1745,"Aspera, an IBM Company",Developing and testing the visual presentation of the data using state-of-art big data visualization techniques....,110000.0,http://www.indeed.com/rc/clk?jk=a259a6e9ca88380f&fccid=8694f42acd6d3b18,"Emeryville, CA",5 days ago,,,Software Engineer - Aspera Analytics (Rails/Angular/D3)
1746,University of Washington Medical Center,"Tracking, monitoring and reporting of UW Medicine’s security posture, data and systems sensitivity classification....",110000.0,http://www.indeed.com/rc/clk?jk=0e10c108c62f3be5&fccid=142783ac2edbe56b,"Seattle, WA",5 days ago,,,INFORMATION SECURITY ANALYST
1747,ADP,"Strong data analysis, data architecture and data modeling experience and familiarity with data modeling design tools (e.g....",110000.0,http://www.indeed.com/rc/clk?jk=fd117c83c6d30cc8&fccid=e996c2d6855fe778,"Roseland, NJ 07068",5 days ago,,,Sr. ETL ENGINEER (Anti Money Laundering)
1748,Camber Corporation,"CDP Senior Scientist. Collaborate with both internal and external partners, contributing to data analyses in order to create and submit study results to...",110000.0,http://www.indeed.com/rc/clk?jk=a3b0523aa19dd793&fccid=8ca31d74e43cb2de,"Fort Detrick, MD",5 days ago,,,Bioengineer (CDP Senior Scientist) -
1749,Estee Lauder,"Lead Data Discovery exercises to help the Global Brands and Supply Chain sectors understand their data quality, data completeness and analytics opportunities....",110000.0,http://www.indeed.com/rc/clk?jk=d36ec2e00870899e&fccid=151f0f22e9469d1c,"New York, NY",5 days ago,,,"Director, Analytics & Reporting (Supply Chain)"
1750,Amazon Corporate LLC,"Experience working effectively with science, data processing, and software engineering teams. You will collaborate with other scientists and work in a fast...",110000.0,http://www.indeed.com/rc/clk?jk=945d2c24951198ea&fccid=fe2d21eef233e94a,"Cambridge, MA",5 days ago,,,Sr. Multimodal Machine Learning Scientist
1751,TotalTalent Search Group,"Bioinformatics, computational biology, NGS, next generation sequencing, data analysis, data science, Java, Perl, Python, R, cloud computing, automation, Knime,...",110000.0,http://www.indeed.com/cmp/TotalTalent-Search-Group/jobs/Senior-Bioinformatic-Scientist-290cee4ffd685eaa?r=1&fccid=188372ce799e05ec,"San Francisco Bay Area, CA",5 days ago,,,Sr. Bioinformatics Scientist
1752,Civis Analytics,Political technology and data. Data visualization for the web (D3 or similar). Engineers collaborate across departments with our data scientists and analysts...,110000.0,http://www.indeed.com/rc/clk?jk=8bd1aa650855f2ea&fccid=85806092f576a90e,"Chicago, IL",5 days ago,,,Front End Engineer (Senior/Associate)
1753,Capital One,"As a Product Manager you will work with data scientists, designers, and developers to translate human insights and technology capabilities into consumer-centric...",110000.0,http://www.indeed.com/rc/clk?jk=a858349f896d5b1c&fccid=b85c5070c3d3d8c8,"McLean, VA",5 days ago,,,"Manager, Digital Product Management (Small Business Lending)"
1754,Merck,"Principal Scientist, Drug Safety. The CSRM Principal Scientist may supervise the activities of CSRM Staff in the execution of safety data analysis and medical...",110000.0,http://www.indeed.com/rc/clk?jk=ece25cfade493c51&fccid=c38b7d5e0419a6a7,"Gwynedd, PA",5 days ago,,,"Director, Clinical Safety & Risk Management Job"
1755,Intellibee Inc,"Collaborate with system engineers, data scientists, front end developers and software developers to implement solutions that are aligned with and extend shared...",110000.0,http://www.indeed.com/company/Intellibee-Inc/jobs/Back-End-Java-Developer-bb6a7e5ae9118544?r=1&fccid=d99d618a0bcbc8ee,"New Orleans, LA",5 days ago,,,Back End Java Developer
1756,Genzyme,"Present data and results within department and project teams. As a manager of a small team of 2-4 bench-level scientists or engineers and technicians,...",110000.0,http://www.indeed.com/rc/clk?jk=31a706882186b26d&fccid=adb55a49f6636f0e,"Westborough, MA",5 days ago,,,"Lab Head Upstream, Manager"
1757,University of Washington,"Tracking, monitoring and reporting of UW Medicine’s security posture, data and systems sensitivity classification....",110000.0,http://www.indeed.com/rc/clk?jk=010b44d72bd9d4f9&fccid=142783ac2edbe56b,"Seattle, WA",5 days ago,,,INFORMATION SECURITY ANALYST
1758,"MedImmune, LLC",This position can be filled at either the Scientist I or Scientist II level depending upon experience. Conduct bioanalytical sample analysis and data review in...,110000.0,http://www.indeed.com/rc/clk?jk=8962ca94a1d32a71&fccid=23b9a517ff55b9c7,"Mountain View, CA",5 days ago,,,"Scientist I / Scientist II, GXP Bioanalysis"
1759,Penfield Search Partners,"Generate and QC summary tables, data listings and graphs for in-house analyses of study data, ongoing assessment of clinical trial data, and publications....",110000.0,http://www.indeed.com/rc/clk?jk=b5f4f7396a716292&fccid=5d807087f2960e47,"South San Francisco, CA",5 days ago,,,"Director, Statistical Programming"
1760,NTENT,"Machine learning and Data Scientist support:. Big Data Technologies:. Big Data cluster, workflows and applications:....",110000.0,http://www.indeed.com/cmp/NTENT/jobs/Senior-Software-Engineer-90605067da399824?r=1&fccid=2bac6716aba73974,"Carlsbad, CA 92008",5 days ago,,,Senior Software Engineer - Java
1761,Sandia National Laboratories,"Current, voltage, X-ray and Gamma-ray diagnostics, data acquisition, control and automation systems. Ability to work successfully in a team environment with...",110000.0,http://www.indeed.com/rc/clk?jk=77bc2c088e70310c&fccid=6153cf878ee73d92,"Albuquerque, NM",5 days ago,,,Pulsed Power Mechanical Engineer (Early/Mid-Career)
1762,Fecak Inc.,"They are a group of engineers, scientists, clinicians, and business minds tackling tough problems at the intersection of big data, research, analysis, and...",110000.0,http://www.indeed.com/rc/clk?jk=7a56373a4e859119&fccid=5b2886d2ae291b5b,"Philadelphia, PA",5 days ago,,,Front-End Engineer
1763,"zulily, llc",As a member of zulily Big Data Platform team you will help lead a team of engineers to develop new data workflows utilizing state of the art cloud computing...,110000.0,http://www.indeed.com/rc/clk?jk=08744b64adc77734&fccid=1fea2a7d8e897821,"Seattle, WA 98121 (Belltown area)",5 days ago,,,"Lead Software Engineer, Machine Learning"
1764,QuantumBlack,"Work in a multi-disciplinary environment mixing highly skilled people in data science, data engineering and design....",110000.0,http://www.indeed.com/rc/clk?jk=d745b642c469a467&fccid=0ca81e4238390a2d,"Boston, MA",6 days ago,,,Data Scientist (Boston)
1765,ron@technogeninc.com,"Incorporates techniques to find and interpret rich data sources, manage large amounts of data (Big Data problems), create visualizations to aid in understanding...",110000.0,http://www.indeed.com/company/Glomark/jobs/Data-Analytic-52f5c9345a2e1d3b?r=1&fccid=f28693180c0e29e8,"San Diego, CA",6 days ago,,,Data Analytics / Scientist
1766,"Rodan & Fields, LLC","The Data Scientist will not only focus on developing and evaluating forecasting models , but also interpreting results and communicating all aspects of...",110000.0,http://www.indeed.com/rc/clk?jk=90665cf63e238214&fccid=9d8ace9981c9ff45,"San Francisco, CA",6 days ago,,,Data Scientist - Forecasting
1767,UMetis,Working closely with data engineers and data scientists to build the Customer’s data science and machine learning algorithms into products....,110000.0,http://www.indeed.com/company/UMetis/jobs/Big-Data-Engineer-5c0c0c6e52abf0d7?r=1&fccid=e8fa90cd5a778076,"Bellevue, WA 98004 (Downtown area)",6 days ago,,,Big Data Engineer
1768,Microsoft,"As a Senior Data Scientist on the OneNote Customer Insights and Data team, you would be responsible for:. Manipulate and analyze complex, high-volume, high...",110000.0,http://www.indeed.com/rc/clk?jk=0522d80320fb40d7&fccid=734cb5a01ee60f80,"Redmond, WA 98052",6 days ago,,,Senior Data Scientist
1769,Momentum LLC,Exploit on-device and across-device data to improve the user experience. Leading local technology company is in the process of building a new Data Science/Data...,110000.0,http://www.indeed.com/cmp/Momentum-LLC/jobs/Machine-Learning-Developer-21f44201683270ea?r=1&fccid=68b440002012bc4f,"Indianapolis, IN",6 days ago,110000.0,,Machine Learning Developer
